merchant_id,industry,signup_date,avg_ticket_size,weekly_txn_rate,decline_rate
MCH100816,Travel & Hospitality,2025-05-06,34.04,0.65,0.0758
MCH100817,Food & Beverage,2024-11-09,102.12,7.17,0.0487
MCH100818,E-commerce Retail,2026-01-02,9.21,2.04,0.0893
MCH100819,Subscription / SaaS,2024-09-10,39.96,0.28,0.1817
MCH100820,Digital Goods,2026-05-03,91.38,0.51,0.0672
MCH100821,E-commerce Retail,2025-01-03,33.58,1.4,0.0786
MCH100822,Subscription / SaaS,2025-10-29,75.31,0.84,0.1829
MCH100823,Food & Beverage,2025-01-07,27.46,0.98,0.0095
MCH100824,Food & Beverage,2025-08-26,43.42,25.65,0.0876
MCH100825,Marketplace,2024-10-28,56.87,4.99,0.0382
MCH100826,Subscription / SaaS,2025-02-05,20.66,0.19,0.051
MCH100827,Subscription / SaaS,2024-08-22,267.92,1.8,0.0701
MCH100828,Professional Services,2025-09-24,65.21,2.25,0.044
MCH100829,Food & Beverage,2025-08-16,134.69,0.56,0.0462
MCH100830,E-commerce Retail,2026-04-04,106.81,4.2,0.0179
MCH100831,Food & Beverage,2025-02-22,50.77,0.32,0.0505
MCH100832,E-commerce Retail,2025-08-10,146.32,7.37,0.2079
MCH100833,E-commerce Retail,2026-02-28,44.16,10.4,0.0227
MCH100834,Food & Beverage,2025-08-26,17.64,25.86,0.0946
MCH100835,Food & Beverage,2025-03-04,37.14,0.51,0.0818
MCH100836,Marketplace,2024-09-10,13.38,0.62,0.1168
MCH100837,Subscription / SaaS,2025-01-01,5.0,4.92,0.1
MCH100838,Travel & Hospitality,2024-07-06,15.6,8.03,0.1022
MCH100839,Professional Services,2025-01-22,39.37,5.52,0.0196
MCH100840,E-commerce Retail,2025-12-26,105.84,7.24,0.1305
MCH100841,Professional Services,2026-03-03,15.56,9.75,0.0234
MCH100842,E-commerce Retail,2025-07-22,100.5,3.01,0.0637
MCH100843,Utilities & Billing,2026-05-30,10.91,1.99,0.0191
MCH100844,E-commerce Retail,2024-09-14,14.59,0.63,0.0934
MCH100845,Food & Beverage,2024-12-24,155.89,1.83,0.0551
MCH100846,E-commerce Retail,2025-06-14,38.38,2.13,0.1604
MCH100847,Utilities & Billing,2025-03-12,30.77,0.95,0.0911
MCH100848,Food & Beverage,2025-05-04,46.31,2.37,0.0271
MCH100849,Travel & Hospitality,2025-06-10,10.95,0.85,0.196
MCH100850,E-commerce Retail,2024-11-04,26.29,7.49,0.0127
MCH100851,Digital Goods,2025-04-13,36.7,3.77,0.1577
MCH100852,E-commerce Retail,2026-02-16,125.38,1.55,0.0285
MCH100853,Marketplace,2025-10-30,6.89,2.97,0.0198
MCH100854,E-commerce Retail,2025-07-18,213.36,0.81,0.083
MCH100855,E-commerce Retail,2025-08-10,32.31,0.9,0.021
MCH100856,E-commerce Retail,2025-07-23,12.05,1.3,0.1165
MCH100857,Food & Beverage,2025-12-07,10.06,2.03,0.0139
MCH100858,Travel & Hospitality,2026-01-08,48.09,2.83,0.0971
MCH100859,E-commerce Retail,2026-03-31,9.51,2.84,0.0228
MCH100860,Digital Goods,2026-03-18,20.9,0.66,0.033
MCH100861,Food & Beverage,2025-04-02,28.51,2.27,0.1117
MCH100862,Food & Beverage,2025-11-12,114.86,1.09,0.0498
MCH100863,Food & Beverage,2025-06-02,101.34,0.1,0.0343
MCH100864,Food & Beverage,2025-10-24,19.24,53.28,0.0471
MCH100865,Travel & Hospitality,2025-03-30,29.59,1.11,0.0401
MCH100866,E-commerce Retail,2024-08-27,7.42,1.17,0.0483
MCH100867,E-commerce Retail,2025-05-24,5.0,0.64,0.1699
MCH100868,Marketplace,2024-10-17,10.71,0.85,0.1683
MCH100869,Utilities & Billing,2025-04-05,112.52,2.04,0.0628
MCH100870,Subscription / SaaS,2026-05-17,79.84,9.5,0.0639
MCH100871,Subscription / SaaS,2025-05-24,53.7,2.03,0.0625
MCH100872,Professional Services,2025-05-11,8.52,1.78,0.0229
MCH100873,Food & Beverage,2025-10-17,17.96,8.17,0.0217
MCH100874,E-commerce Retail,2024-10-19,15.52,1.46,0.0475
MCH100875,E-commerce Retail,2026-05-30,31.0,2.51,0.1655
MCH100876,Professional Services,2025-02-14,29.11,0.98,0.0112
MCH100877,Professional Services,2025-11-09,13.44,13.27,0.0597
MCH100878,E-commerce Retail,2024-12-03,51.89,7.02,0.0622
MCH100879,E-commerce Retail,2025-10-16,46.01,2.11,0.1145
MCH100880,E-commerce Retail,2025-03-29,17.66,1.65,0.0362
MCH100881,Professional Services,2024-07-02,49.61,2.38,0.0333
MCH100882,E-commerce Retail,2025-11-23,112.65,2.14,0.1202
MCH100883,E-commerce Retail,2025-04-12,152.64,0.52,0.118
MCH100884,Digital Goods,2024-07-13,59.78,7.26,0.2612
MCH100885,E-commerce Retail,2026-02-28,58.05,1.96,0.0976
MCH100886,Professional Services,2025-11-10,28.79,16.42,0.0413
MCH100887,E-commerce Retail,2025-02-23,102.48,3.75,0.0542
MCH100888,E-commerce Retail,2024-10-02,12.55,0.2,0.0626
MCH100889,Subscription / SaaS,2025-06-03,91.27,0.68,0.0978
MCH100890,Professional Services,2024-12-18,27.45,0.29,0.0488
MCH100891,Marketplace,2026-02-26,162.54,0.67,0.1224
MCH100892,Digital Goods,2026-04-22,65.9,0.48,0.0541
MCH100893,Food & Beverage,2026-03-16,34.2,3.17,0.0222
MCH100894,Professional Services,2026-01-18,28.89,1.79,0.0192
MCH100895,E-commerce Retail,2025-10-10,61.91,5.16,0.0412
MCH100896,Subscription / SaaS,2026-03-20,58.98,2.37,0.0928
MCH100897,Marketplace,2024-11-20,24.57,1.93,0.1166
MCH100898,E-commerce Retail,2025-01-17,40.12,18.23,0.0688
MCH100899,E-commerce Retail,2024-12-27,89.69,3.07,0.0778
MCH100900,E-commerce Retail,2025-06-29,9.36,2.27,0.2054
MCH100901,E-commerce Retail,2025-10-22,75.63,1.05,0.0858
MCH100902,E-commerce Retail,2026-01-16,61.63,0.76,0.0228
MCH100903,Travel & Hospitality,2025-10-14,119.9,5.31,0.1621
MCH100904,Food & Beverage,2025-07-19,17.89,5.01,0.0396
MCH100905,Marketplace,2026-05-23,36.81,11.84,0.0741
MCH100906,Digital Goods,2025-08-21,44.93,3.97,0.0286
MCH100907,Subscription / SaaS,2025-05-04,76.62,1.66,0.0729
MCH100908,Subscription / SaaS,2026-04-10,56.21,4.1,0.2919
MCH100909,Subscription / SaaS,2026-05-25,10.6,2.27,0.2842
MCH100910,Travel & Hospitality,2025-07-02,48.96,5.84,0.1063
MCH100911,Subscription / SaaS,2024-07-01,271.57,9.34,0.09
MCH100912,Professional Services,2024-08-13,67.48,2.08,0.047
MCH100913,Food & Beverage,2024-10-06,188.3,14.26,0.0451
MCH100914,Travel & Hospitality,2025-03-22,103.86,8.07,0.0759
MCH100915,Food & Beverage,2024-11-17,142.94,2.5,0.0403
MCH100916,Subscription / SaaS,2025-10-24,49.9,4.81,0.0236
MCH100917,Utilities & Billing,2025-02-22,61.67,3.34,0.1069
MCH100918,Digital Goods,2024-09-10,47.25,2.51,0.0479
MCH100919,E-commerce Retail,2026-04-28,36.76,16.66,0.0225
MCH100920,Marketplace,2025-01-06,76.88,4.13,0.1021
MCH100921,Food & Beverage,2025-03-25,21.74,1.06,0.0381
MCH100922,Marketplace,2025-05-17,241.14,0.88,0.0373
MCH100923,Digital Goods,2024-10-15,14.47,0.92,0.0933
MCH100924,Food & Beverage,2025-02-17,82.38,4.01,0.0851
MCH100925,E-commerce Retail,2024-08-11,145.28,1.75,0.0676
MCH100926,Subscription / SaaS,2024-11-16,30.67,3.43,0.0997
MCH100927,Travel & Hospitality,2026-03-07,12.03,6.27,0.1012
MCH100928,Professional Services,2026-05-14,116.23,18.7,0.0135
MCH100929,Subscription / SaaS,2025-03-30,44.85,1.79,0.0683
MCH100930,E-commerce Retail,2025-10-24,82.54,0.6,0.0327
MCH100931,Digital Goods,2025-08-20,32.8,14.77,0.1399
MCH100932,Utilities & Billing,2025-11-18,206.84,0.57,0.05
MCH100933,Food & Beverage,2025-08-28,5.0,0.55,0.0241
MCH100934,E-commerce Retail,2025-08-11,53.31,14.39,0.0327
MCH100935,Subscription / SaaS,2026-01-19,140.01,7.14,0.0489
MCH100936,E-commerce Retail,2025-07-25,40.66,3.99,0.0077
MCH100937,Marketplace,2025-06-07,49.52,2.34,0.0384
MCH100938,E-commerce Retail,2026-03-06,23.71,1.94,0.0591
MCH100939,Travel & Hospitality,2025-11-05,37.36,1.28,0.0362
MCH100940,Subscription / SaaS,2025-01-08,6.88,1.85,0.0321
MCH100941,Travel & Hospitality,2025-11-11,17.84,2.35,0.1191
MCH100942,Professional Services,2025-02-18,16.66,0.62,0.085
MCH100943,Digital Goods,2025-02-12,71.46,1.08,0.1685
MCH100944,E-commerce Retail,2025-07-06,20.67,0.3,0.0564
MCH100945,E-commerce Retail,2024-11-16,21.27,2.66,0.0322
MCH100946,E-commerce Retail,2024-11-26,25.08,2.66,0.0662
MCH100947,Marketplace,2024-10-23,17.31,14.56,0.1542
MCH100948,Marketplace,2025-09-23,47.9,3.58,0.0648
MCH100949,Travel & Hospitality,2024-09-01,53.39,1.41,0.0483
MCH100950,Travel & Hospitality,2024-10-12,83.51,2.01,0.0753
MCH100951,Professional Services,2026-04-29,70.3,4.0,0.0252
MCH100952,E-commerce Retail,2025-03-30,63.61,3.09,0.0608
MCH100953,Marketplace,2024-07-06,26.34,4.39,0.0654
MCH100954,Food & Beverage,2024-11-24,24.7,3.59,0.0822
MCH100955,Food & Beverage,2024-12-31,15.31,1.91,0.0815
MCH100956,Food & Beverage,2024-07-28,15.04,1.44,0.0267
MCH100957,E-commerce Retail,2026-01-01,44.45,1.36,0.0339
MCH100958,E-commerce Retail,2024-10-27,17.82,0.98,0.0573
MCH100959,Professional Services,2025-04-19,158.91,0.83,0.0497
MCH100960,E-commerce Retail,2025-07-06,35.25,15.46,0.1527
MCH100961,Travel & Hospitality,2025-03-01,164.25,2.79,0.0409
MCH100962,Subscription / SaaS,2026-01-31,64.83,2.11,0.0357
MCH100963,Food & Beverage,2025-02-03,16.82,1.5,0.0063
MCH100964,Subscription / SaaS,2024-12-24,34.4,3.78,0.1128
MCH100965,Subscription / SaaS,2025-04-25,6.87,8.2,0.1511
MCH100966,Professional Services,2026-05-07,44.28,5.07,0.035
MCH100967,Subscription / SaaS,2024-08-27,18.43,6.18,0.091
MCH100968,Travel & Hospitality,2025-03-26,12.02,1.37,0.0238
MCH100969,Food & Beverage,2025-05-04,167.69,2.45,0.0341
MCH100970,Professional Services,2026-01-21,102.57,1.39,0.0825
MCH100971,Marketplace,2025-04-14,99.79,2.74,0.0101
MCH100972,Professional Services,2024-10-13,80.01,8.78,0.033
MCH100973,E-commerce Retail,2025-02-13,10.65,3.82,0.0119
MCH100974,E-commerce Retail,2025-03-04,24.52,12.51,0.0468
MCH100975,Subscription / SaaS,2026-05-31,26.06,1.84,0.05
MCH100976,Travel & Hospitality,2025-11-06,6.62,1.1,0.0532
MCH100977,E-commerce Retail,2024-09-21,20.97,4.1,0.0521
MCH100978,Food & Beverage,2025-01-02,21.2,2.77,0.0896
MCH100979,Travel & Hospitality,2025-03-09,41.51,3.4,0.0824
MCH100980,Subscription / SaaS,2025-06-20,460.53,2.92,0.1462
MCH100981,Digital Goods,2026-05-27,35.84,1.52,0.1054
MCH100982,E-commerce Retail,2025-01-26,41.53,2.99,0.0227
MCH100983,E-commerce Retail,2026-03-01,28.5,6.51,0.1124
MCH100984,Professional Services,2025-09-20,76.53,7.21,0.088
MCH100985,Food & Beverage,2025-10-03,12.5,1.51,0.2161
MCH100986,Professional Services,2025-10-15,243.72,3.1,0.0893
MCH100987,Food & Beverage,2025-07-05,32.32,10.77,0.0584
MCH100988,Subscription / SaaS,2025-11-04,24.65,1.54,0.086
MCH100989,Digital Goods,2024-11-14,96.55,1.28,0.0259
MCH100990,Digital Goods,2025-07-02,15.02,5.44,0.1938
MCH100991,Professional Services,2024-12-31,75.13,4.57,0.0182
MCH100992,Subscription / SaaS,2026-02-08,149.18,1.07,0.0474
MCH100993,Travel & Hospitality,2025-04-13,28.75,0.61,0.0362
MCH100994,Subscription / SaaS,2025-10-15,285.1,3.04,0.0142
MCH100995,E-commerce Retail,2025-07-10,69.71,1.62,0.0192
MCH100996,Marketplace,2026-04-15,70.58,0.46,0.0331
MCH100997,E-commerce Retail,2025-12-19,143.43,1.24,0.0369
MCH100998,Utilities & Billing,2025-11-23,186.93,4.49,0.1127
MCH100999,Food & Beverage,2026-01-30,47.55,2.11,0.0102
MCH101000,E-commerce Retail,2025-03-07,81.2,11.78,0.006
MCH101001,Travel & Hospitality,2025-11-22,147.87,0.31,0.1046
MCH101002,Marketplace,2026-03-22,11.45,9.37,0.1276
MCH101003,Professional Services,2024-09-11,6.49,1.74,0.0325
MCH101004,Digital Goods,2025-04-08,34.55,1.51,0.0619
MCH101005,Professional Services,2025-06-25,6.34,0.52,0.0377
MCH101006,Professional Services,2024-07-10,26.74,3.92,0.041
MCH101007,Marketplace,2025-01-27,50.12,0.4,0.0756
MCH101008,Subscription / SaaS,2024-11-29,27.78,5.57,0.0404
MCH101009,Food & Beverage,2024-07-05,31.77,0.54,0.0653
MCH101010,E-commerce Retail,2025-01-11,13.44,0.63,0.1702
MCH101011,Utilities & Billing,2025-04-09,80.49,0.75,0.0275
MCH101012,Utilities & Billing,2025-10-07,12.64,1.2,0.0533
MCH101013,E-commerce Retail,2024-10-21,5.0,6.31,0.0764
MCH101014,Professional Services,2025-03-28,29.75,11.07,0.0581
MCH101015,Marketplace,2024-12-10,91.38,1.33,0.0375
MCH101016,E-commerce Retail,2025-10-03,39.64,2.35,0.0296
MCH101017,Travel & Hospitality,2024-10-13,11.42,4.01,0.0719
MCH101018,Marketplace,2026-05-24,40.53,1.77,0.0627
MCH101019,E-commerce Retail,2026-01-07,56.73,3.86,0.0852
MCH101020,Professional Services,2025-04-08,40.06,2.45,0.0152
MCH101021,Subscription / SaaS,2026-05-18,28.09,1.91,0.0209
MCH101022,Marketplace,2024-12-09,59.5,0.59,0.0262
MCH101023,Utilities & Billing,2025-06-16,6.43,2.85,0.139
MCH101024,Utilities & Billing,2025-09-07,14.97,6.41,0.0808
MCH101025,Food & Beverage,2024-11-17,9.92,1.13,0.0503
MCH101026,Marketplace,2025-10-14,140.95,0.34,0.016
MCH101027,Marketplace,2024-11-09,74.59,1.79,0.054
MCH101028,Subscription / SaaS,2024-09-25,44.04,11.13,0.1202
MCH101029,Digital Goods,2026-05-19,8.58,8.26,0.0547
MCH101030,E-commerce Retail,2024-12-30,77.03,1.38,0.1522
MCH101031,Travel & Hospitality,2025-07-03,146.43,3.88,0.0557
MCH101032,E-commerce Retail,2024-11-06,64.81,4.54,0.0482
MCH101033,E-commerce Retail,2025-03-03,35.33,10.92,0.0181
MCH101034,E-commerce Retail,2026-02-21,68.84,0.52,0.067
MCH101035,Professional Services,2026-01-29,48.08,0.84,0.0389
MCH101036,Subscription / SaaS,2026-05-01,92.4,0.33,0.0402
MCH101037,Professional Services,2025-07-13,90.35,1.25,0.0071
MCH101038,E-commerce Retail,2024-11-26,29.34,7.14,0.0676
MCH101039,Subscription / SaaS,2025-09-06,18.9,1.41,0.058
MCH101040,Food & Beverage,2026-03-20,24.54,0.66,0.072
MCH101041,Digital Goods,2025-10-12,62.54,3.09,0.1226
MCH101042,Subscription / SaaS,2025-09-19,26.06,3.17,0.0413
MCH101043,Professional Services,2025-10-24,17.28,0.89,0.0189
MCH101044,Marketplace,2025-04-20,36.56,1.48,0.0124
MCH101045,Travel & Hospitality,2024-11-20,110.77,2.86,0.0743
MCH101046,E-commerce Retail,2025-03-07,41.89,5.19,0.0958
MCH101047,E-commerce Retail,2025-04-28,27.77,1.29,0.0366
MCH101048,Marketplace,2024-07-25,50.42,1.11,0.0301
MCH101049,E-commerce Retail,2024-09-08,39.81,16.65,0.0091
MCH101050,Marketplace,2026-03-17,5.29,1.87,0.0285
MCH101051,Food & Beverage,2024-10-20,73.46,3.16,0.0604
MCH101052,Marketplace,2025-06-29,55.01,4.7,0.0273
MCH101053,Digital Goods,2025-04-29,37.19,0.41,0.0497
MCH101054,Utilities & Billing,2025-10-14,105.89,2.41,0.0832
MCH101055,Subscription / SaaS,2024-09-29,123.1,0.47,0.0581
MCH101056,Digital Goods,2025-12-12,81.35,2.16,0.1203
MCH101057,Food & Beverage,2026-04-22,15.64,9.71,0.056
MCH101058,Food & Beverage,2026-04-24,16.19,0.91,0.0444
MCH101059,Professional Services,2025-01-08,111.87,0.46,0.0584
MCH101060,Marketplace,2026-01-03,5.6,16.24,0.0519
MCH101061,Utilities & Billing,2025-02-27,31.54,0.78,0.0495
MCH101062,Digital Goods,2024-11-15,56.82,0.55,0.0942
MCH101063,Food & Beverage,2025-06-10,6.36,12.42,0.018
MCH101064,Food & Beverage,2024-12-27,46.26,0.75,0.0353
MCH101065,Professional Services,2025-11-15,95.05,12.74,0.0471
MCH101066,E-commerce Retail,2025-01-19,8.28,3.24,0.0889
MCH101067,E-commerce Retail,2026-01-24,192.13,8.88,0.1131
MCH101068,Subscription / SaaS,2025-01-08,13.33,2.96,0.0531
MCH101069,Subscription / SaaS,2024-07-05,65.02,7.24,0.1763
MCH101070,Subscription / SaaS,2025-02-22,33.66,0.98,0.0836
MCH101071,E-commerce Retail,2026-05-24,39.23,1.33,0.0122
MCH101072,E-commerce Retail,2025-05-07,10.14,0.3,0.1151
MCH101073,E-commerce Retail,2025-12-31,129.09,6.5,0.0213
MCH101074,Utilities & Billing,2024-08-25,50.7,3.74,0.018
MCH101075,Food & Beverage,2025-09-16,185.09,0.9,0.023
MCH101076,Food & Beverage,2025-02-22,10.41,0.43,0.0086
MCH101077,Professional Services,2025-01-13,30.53,3.26,0.0464
MCH101078,E-commerce Retail,2026-02-05,45.13,13.14,0.1203
MCH101079,Utilities & Billing,2026-01-22,38.88,2.14,0.035
MCH101080,Digital Goods,2025-11-26,71.29,1.27,0.1563
MCH101081,E-commerce Retail,2025-09-22,30.15,0.96,0.0072
MCH101082,Food & Beverage,2025-06-25,305.52,8.58,0.0779
MCH101083,Marketplace,2026-05-31,38.09,1.13,0.0435
MCH101084,Utilities & Billing,2024-07-30,5.0,1.7,0.0443
MCH101085,Food & Beverage,2024-10-16,39.81,6.97,0.0308
MCH101086,Travel & Hospitality,2026-02-22,129.21,4.65,0.0305
MCH101087,E-commerce Retail,2025-09-18,14.54,1.76,0.0198
MCH101088,Utilities & Billing,2025-09-11,13.64,1.22,0.0103
MCH101089,E-commerce Retail,2026-02-26,15.79,10.65,0.0965
MCH101090,Utilities & Billing,2025-09-30,12.47,0.81,0.0531
MCH101091,Professional Services,2026-03-07,22.66,1.99,0.0266
MCH101092,Travel & Hospitality,2026-05-29,90.86,0.55,0.0483
MCH101093,Food & Beverage,2026-05-27,168.4,8.08,0.0575
MCH101094,E-commerce Retail,2025-11-07,5.0,1.53,0.005
MCH101095,E-commerce Retail,2026-05-05,25.07,1.22,0.0643
MCH101096,E-commerce Retail,2025-03-04,49.54,4.77,0.0148
MCH101097,E-commerce Retail,2025-12-25,44.82,0.59,0.0497
MCH101098,Digital Goods,2026-01-15,244.68,4.64,0.045
MCH101099,Subscription / SaaS,2026-02-08,5.0,1.72,0.1466
MCH101100,E-commerce Retail,2025-09-12,5.0,0.74,0.0141
MCH101101,Utilities & Billing,2025-04-04,287.78,0.91,0.0213
MCH101102,Marketplace,2026-01-03,77.74,1.24,0.0648
MCH101103,Marketplace,2026-03-05,20.67,1.58,0.0822
MCH101104,Utilities & Billing,2024-10-19,43.45,0.74,0.0757
MCH101105,E-commerce Retail,2025-07-20,46.68,3.3,0.0707
MCH101106,Food & Beverage,2025-01-07,20.18,0.72,0.036
MCH101107,Digital Goods,2025-11-02,42.17,0.23,0.1556
MCH101108,Professional Services,2026-05-25,52.19,16.77,0.0458
MCH101109,E-commerce Retail,2025-08-30,274.66,3.0,0.0927
MCH101110,Digital Goods,2025-08-09,95.91,18.35,0.0461
MCH101111,E-commerce Retail,2025-05-31,208.37,0.87,0.0229
MCH101112,E-commerce Retail,2025-01-25,9.55,3.97,0.0647
MCH101113,Food & Beverage,2024-07-22,25.86,6.02,0.0911
MCH101114,Travel & Hospitality,2026-05-09,46.63,2.04,0.0845
MCH101115,Travel & Hospitality,2026-03-03,5.36,0.58,0.1241
MCH101116,E-commerce Retail,2025-01-24,119.33,1.89,0.0741
MCH101117,Marketplace,2024-07-08,69.56,4.6,0.0753
MCH101118,Subscription / SaaS,2026-05-18,25.35,4.43,0.0846
MCH101119,E-commerce Retail,2025-12-11,30.47,2.46,0.1329
MCH101120,Marketplace,2026-02-22,128.24,6.03,0.0511
MCH101121,Utilities & Billing,2026-04-14,16.52,5.76,0.005
MCH101122,Marketplace,2026-04-18,133.51,1.46,0.092
MCH101123,Digital Goods,2024-12-13,28.44,0.54,0.1543
MCH101124,Professional Services,2025-11-08,77.94,2.98,0.0141
MCH101125,Travel & Hospitality,2026-02-10,39.92,1.17,0.0443
MCH101126,E-commerce Retail,2025-09-02,341.45,2.84,0.1459
MCH101127,Food & Beverage,2024-12-10,15.07,9.45,0.062
MCH101128,Subscription / SaaS,2025-07-01,20.63,3.81,0.0873
MCH101129,Subscription / SaaS,2025-12-08,8.12,8.99,0.0759
MCH101130,Professional Services,2025-02-24,12.22,0.89,0.1138
MCH101131,Food & Beverage,2024-09-10,74.67,7.3,0.0588
MCH101132,E-commerce Retail,2025-09-18,181.3,13.15,0.0314
MCH101133,E-commerce Retail,2026-04-16,83.64,2.62,0.1317
MCH101134,Professional Services,2025-11-21,36.4,25.08,0.0261
MCH101135,E-commerce Retail,2025-03-26,14.98,1.04,0.1098
MCH101136,Marketplace,2025-08-19,89.87,1.3,0.0965
MCH101137,Food & Beverage,2025-03-02,14.17,4.71,0.0344
MCH101138,Food & Beverage,2026-05-06,9.5,2.6,0.0359
MCH101139,Travel & Hospitality,2024-08-29,26.88,1.17,0.0864
MCH101140,Digital Goods,2024-07-06,5.0,4.57,0.2542
MCH101141,Subscription / SaaS,2026-01-21,9.19,3.51,0.0599
MCH101142,Professional Services,2025-08-11,241.29,1.37,0.049
MCH101143,Travel & Hospitality,2025-02-02,7.64,2.97,0.2001
MCH101144,Subscription / SaaS,2024-07-26,11.15,5.25,0.1122
MCH101145,Marketplace,2024-07-05,39.32,1.34,0.0177
MCH101146,Digital Goods,2025-12-14,41.43,4.12,0.0964
MCH101147,Professional Services,2025-07-25,28.94,1.03,0.0161
MCH101148,Marketplace,2026-01-22,5.0,1.25,0.1224
MCH101149,Marketplace,2025-09-21,85.5,7.48,0.0617
MCH101150,Professional Services,2024-11-23,23.5,4.54,0.0084
MCH101151,Digital Goods,2025-07-23,124.02,0.37,0.1457
MCH101152,Professional Services,2025-03-06,19.21,1.69,0.026
MCH101153,Professional Services,2025-12-08,97.76,4.01,0.0363
MCH101154,Travel & Hospitality,2025-10-05,133.76,2.83,0.063
MCH101155,Digital Goods,2024-07-13,22.94,4.56,0.1896
MCH101156,E-commerce Retail,2025-07-19,88.27,2.76,0.0216
MCH101157,Marketplace,2026-01-07,9.69,2.15,0.0535
MCH101158,Marketplace,2025-08-03,47.64,2.09,0.2125
MCH101159,E-commerce Retail,2024-07-19,124.24,7.32,0.0288
MCH101160,Digital Goods,2026-01-26,61.47,4.93,0.0703
MCH101161,E-commerce Retail,2025-11-03,405.95,3.69,0.0611
MCH101162,Subscription / SaaS,2025-08-23,65.0,2.69,0.1372
MCH101163,Digital Goods,2025-06-02,25.4,1.42,0.2845
MCH101164,E-commerce Retail,2025-08-23,626.96,1.81,0.1657
MCH101165,Digital Goods,2026-03-04,187.49,7.13,0.1238
MCH101166,Digital Goods,2026-05-06,7.37,6.49,0.0964
MCH101167,Food & Beverage,2024-10-30,16.71,1.29,0.011
MCH101168,E-commerce Retail,2025-09-05,12.96,2.72,0.0597
MCH101169,Subscription / SaaS,2024-08-13,69.8,4.05,0.077
MCH101170,Travel & Hospitality,2025-05-13,64.79,3.79,0.2354
MCH101171,Utilities & Billing,2025-07-16,64.29,3.76,0.0272
MCH101172,Professional Services,2024-11-22,7.17,0.81,0.0449
MCH101173,Subscription / SaaS,2025-05-23,19.33,0.76,0.0573
MCH101174,Professional Services,2025-06-28,31.52,7.93,0.0462
MCH101175,Food & Beverage,2024-08-19,5.92,11.12,0.0121
MCH101176,Digital Goods,2024-09-03,15.3,0.56,0.0829
MCH101177,E-commerce Retail,2025-06-20,142.09,2.39,0.0172
MCH101178,Digital Goods,2024-12-11,7.74,5.55,0.0646
MCH101179,Travel & Hospitality,2024-11-18,156.85,0.27,0.1129
MCH101180,Utilities & Billing,2024-11-05,108.98,0.84,0.0198
MCH101181,Subscription / SaaS,2025-08-02,27.36,2.24,0.1272
MCH101182,Professional Services,2025-10-06,19.13,1.35,0.071
MCH101183,Marketplace,2025-01-03,84.08,3.03,0.17
MCH101184,E-commerce Retail,2025-01-06,16.65,10.7,0.0182
MCH101185,Marketplace,2025-07-23,17.5,1.05,0.023
MCH101186,Professional Services,2025-09-02,35.74,2.59,0.0266
MCH101187,E-commerce Retail,2025-04-10,5.0,1.74,0.1451
MCH101188,Subscription / SaaS,2025-02-22,8.59,2.82,0.0481
MCH101189,Professional Services,2025-01-10,26.69,2.47,0.0719
MCH101190,E-commerce Retail,2025-04-13,58.89,34.37,0.0614
MCH101191,Travel & Hospitality,2024-11-13,16.42,10.91,0.1249
MCH101192,Subscription / SaaS,2024-12-18,30.04,0.51,0.1857
MCH101193,Professional Services,2024-12-06,7.29,1.0,0.0268
MCH101194,E-commerce Retail,2025-01-17,92.99,1.13,0.1418
MCH101195,Marketplace,2025-10-30,45.61,0.72,0.0344
MCH101196,Utilities & Billing,2026-01-08,49.83,0.63,0.1512
MCH101197,Utilities & Billing,2026-02-03,59.64,2.06,0.0245
MCH101198,Digital Goods,2025-11-16,39.57,1.17,0.1691
MCH101199,E-commerce Retail,2025-07-06,22.56,1.01,0.0485
MCH101200,Digital Goods,2024-10-11,113.26,18.55,0.2379
MCH101201,E-commerce Retail,2024-11-02,42.81,1.26,0.046
MCH101202,E-commerce Retail,2025-05-09,31.01,1.58,0.0287
MCH101203,Subscription / SaaS,2025-10-01,36.28,5.16,0.1081
MCH101204,Food & Beverage,2025-02-15,35.52,1.57,0.0355
MCH101205,Digital Goods,2026-04-19,30.7,0.77,0.1286
MCH101206,Professional Services,2025-01-13,57.17,1.9,0.1041
MCH101207,Food & Beverage,2025-08-27,14.36,18.33,0.0255
MCH101208,Subscription / SaaS,2026-01-23,15.44,1.52,0.0415
MCH101209,Utilities & Billing,2026-03-02,64.02,0.99,0.0202
MCH101210,Food & Beverage,2024-12-18,31.65,3.74,0.0308
MCH101211,Food & Beverage,2025-07-17,96.68,1.81,0.0516
MCH101212,E-commerce Retail,2024-12-20,55.09,38.05,0.091
MCH101213,Digital Goods,2026-04-24,21.06,1.12,0.1416
MCH101214,Professional Services,2025-09-26,65.05,13.93,0.0188
MCH101215,E-commerce Retail,2025-06-15,121.17,7.87,0.1583
MCH101216,E-commerce Retail,2026-03-26,57.22,1.68,0.0509
MCH101217,Professional Services,2025-11-06,71.21,2.45,0.0186
MCH101218,Professional Services,2026-03-12,30.82,0.88,0.0837
MCH101219,Subscription / SaaS,2024-07-04,98.79,1.44,0.0643
MCH101220,Utilities & Billing,2024-10-01,20.48,1.67,0.0816
MCH101221,E-commerce Retail,2024-07-06,51.34,2.88,0.0415
MCH101222,Food & Beverage,2025-04-14,477.95,0.6,0.0823
MCH101223,Utilities & Billing,2026-03-10,62.73,3.36,0.0212
MCH101224,Food & Beverage,2024-11-23,24.03,2.13,0.0806
